seq,timestamp_ns,msg_type,stock_locate,tracking_number,stock,order_ref,new_order_ref,side,shares,price,match_number,printable,attribution
69815,34206981500000,E,8,0,,22280,,,300,,11077,,
69816,34206981600000,A,5,0,AMZN,24677,,S,200,1748800,,,
69817,34206981700000,D,4,0,,40164,,,,,,,
69818,34206981800000,A,3,0,NVDA,42915,,B,400,1203800,,,
69819,34206981900000,A,1,0,AAPL,32105,,B,400,1504200,,,
69820,34206982000000,A,1,0,AAPL,32113,,S,100,1505200,,,
69821,34206982100000,D,2,0,,30498,,,,,,,
69822,34206982200000,A,4,0,TSLA,45820,,B,100,2499500,,,
69823,34206982300000,E,8,0,,22280,,,900,,11078,,
69824,34206982400000,A,6,0,SPY,49382,,B,100,4997800,,,
69825,34206982500000,A,7,0,GME,23183,,S,100,260500,,,
69826,34206982600000,D,6,0,,48966,,,,,,,
69827,34206982700000,D,6,0,,48990,,,,,,,
69828,34206982800000,A,2,0,MSFT,31970,,B,100,3802400,,,
69829,34206982900000,D,6,0,,48806,,,,,,,
69830,34206983000000,A,5,0,AMZN,24685,,S,36,1748800,,,
69831,34206983100000,A,5,0,AMZN,24693,,B,200,1746600,,,
69832,34206983200000,A,3,0,NVDA,42923,,B,100,1204600,,,
69833,34206983300000,D,6,0,,48710,,,,,,,
69834,34206983400000,A,6,0,SPY,49390,,S,100,4998200,,,
69835,34206983500000,A,5,0,AMZN,24701,,B,200,1748200,,,
69836,34206983600000,A,6,0,SPY,49398,,B,500,4997700,,,
69837,34206983700000,A,3,0,NVDA,42931,,S,500,1204800,,,
69838,34206983800000,A,6,0,SPY,49406,,S,100,4999900,,,
69839,34206983900000,A,2,0,MSFT,31978,,B,200,3801200,,,
69840,34206984000000,X,3,0,,42283,,,31,,,,
69841,34206984100000,A,1,0,AAPL,32121,,B,100,1501900,,,
69842,34206984200000,D,4,0,,44660,,,,,,,
69843,34206984300000,U,6,0,,48926,49414,,600,4998000,,,
69844,34206984400000,E,7,0,,22727,,,400,,11079,,
69845,34206984500000,A,3,0,NVDA,42939,,S,100,1205900,,,
69846,34206984600000,D,4,0,,45388,,,,,,,
69847,34206984700000,A,6,0,SPY,49422,,S,100,4998200,,,
69848,34206984800000,A,4,0,TSLA,45828,,B,100,2499400,,,
69849,34206984900000,A,2,0,MSFT,31986,,B,100,3801500,,,
69850,34206985000000,D,1,0,,31465,,,,,,,
69851,34206985100000,E,4,0,,45348,,,100,,11080,,
69852,34206985200000,D,6,0,,46478,,,,,,,
69853,34206985300000,E,4,0,,45796,,,100,,11081,,
69854,34206985400000,E,1,0,,31641,,,500,,11082,,
69855,34206985500000,D,4,0,,44812,,,,,,,
69856,34206985600000,A,4,0,TSLA,45836,,S,400,2501100,,,
69857,34206985700000,D,2,0,,30106,,,,,,,
69858,34206985800000,D,6,0,,39094,,,,,,,
69859,34206985900000,A,4,0,TSLA,45844,,S,200,2499700,,,
69860,34206986000000,D,2,0,,31346,,,,,,,
69861,34206986100000,E,5,0,,24037,,,100,,11083,,
69862,34206986200000,A,2,0,MSFT,31994,,B,1500,3802300,,,
69863,34206986300000,D,2,0,,31186,,,,,,,
69864,34206986400000,A,8,0,F,23696,,S,100,119900,,,
69865,34206986500000,F,8,0,F,23704,,B,100,119700,,,EDGX
69866,34206986600000,D,5,0,,22941,,,,,,,
69867,34206986700000,A,4,0,TSLA,45852,,B,600,2499500,,,
69868,34206986800000,X,6,0,,41910,,,175,,,,
69869,34206986900000,D,1,0,,27193,,,,,,,
69870,34206987000000,A,6,0,SPY,49430,,B,100,4998000,,,
69871,34206987100000,A,3,0,NVDA,42947,,B,100,1203200,,,
69872,34206987200000,D,4,0,,41820,,,,,,,
69873,34206987300000,A,8,0,F,23712,,B,100,119700,,,
69874,34206987400000,X,5,0,,17005,,,1331,,,,
69875,34206987500000,D,2,0,,31666,,,,,,,
69876,34206987600000,U,1,0,,32017,32129,,100,1504200,,,
69877,34206987700000,D,8,0,,22400,,,,,,,
69878,34206987800000,D,6,0,,47094,,,,,,,
69879,34206987900000,A,3,0,NVDA,42955,,S,100,1207100,,,
69880,34206988000000,D,3,0,,42563,,,,,,,
69881,34206988100000,F,5,0,AMZN,24709,,S,100,1749200,,,CDRG
69882,34206988200000,A,6,0,SPY,49438,,S,100,5000300,,,
69883,34206988300000,X,6,0,,47774,,,478,,,,
69884,34206988400000,A,1,0,AAPL,32137,,B,1500,1503700,,,
69885,34206988500000,A,5,0,AMZN,24717,,B,100,1748400,,,
69886,34206988600000,A,8,0,F,23720,,B,32,119700,,,
69887,34206988700000,D,4,0,,45668,,,,,,,
69888,34206988800000,A,5,0,AMZN,24725,,B,500,1748500,,,
69889,34206988900000,X,7,0,,22479,,,122,,,,
69890,34206989000000,E,6,0,,49326,,,100,,11084,,
69891,34206989100000,A,2,0,MSFT,32002,,B,400,3802100,,,
69892,34206989200000,A,4,0,TSLA,45860,,B,300,2497200,,,
69893,34206989300000,D,1,0,,29537,,,,,,,
69894,34206989400000,A,6,0,SPY,49446,,B,200,4997800,,,
69895,34206989500000,D,4,0,,45220,,,,,,,
69896,34206989600000,D,1,0,,20681,,,,,,,
69897,34206989700000,A,6,0,SPY,49454,,S,100,4998700,,,
69898,34206989800000,A,4,0,TSLA,45868,,B,100,2499500,,,
69899,34206989900000,D,8,0,,23584,,,,,,,
69900,34206990000000,D,7,0,,22095,,,,,,,
69901,34206990100000,A,4,0,TSLA,45876,,S,1100,2499900,,,
69902,34206990200000,D,3,0,,42403,,,,,,,
69903,34206990300000,D,2,0,,29306,,,,,,,
69904,34206990400000,D,5,0,,22997,,,,,,,
69905,34206990500000,D,6,0,,46710,,,,,,,
69906,34206990600000,A,3,0,NVDA,42963,,S,100,1204800,,,
69907,34206990700000,A,2,0,MSFT,32010,,S,100,3802600,,,
69908,34206990800000,E,8,0,,23688,,,200,,11085,,
69909,34206990900000,D,8,0,,17808,,,,,,,
69910,34206991000000,A,4,0,TSLA,45884,,B,100,2499500,,,
69911,34206991100000,D,7,0,,23119,,,,,,,
69912,34206991200000,A,8,0,F,23728,,B,76,119700,,,
69913,34206991300000,A,1,0,AAPL,32145,,B,100,1504200,,,
69914,34206991400000,A,8,0,F,23736,,S,100,121900,,,
69915,34206991500000,D,4,0,,45684,,,,,,,
69916,34206991600000,E,6,0,,49366,,,100,,11086,,
69917,34206991700000,U,1,0,,31793,32153,,300,1504000,,,
69918,34206991800000,A,1,0,AAPL,32161,,B,600,1504000,,,
69919,34206991900000,A,5,0,AMZN,24733,,B,400,1747000,,,
69920,34206992000000,A,4,0,TSLA,45892,,B,300,2498000,,,
69921,34206992100000,A,5,0,AMZN,24741,,S,100,1750900,,,
69922,34206992200000,A,3,0,NVDA,42971,,S,100,1204800,,,
69923,34206992300000,D,5,0,,21789,,,,,,,
69924,34206992400000,A,2,0,MSFT,32018,,S,1300,3802700,,,
69925,34206992500000,A,3,0,NVDA,42979,,S,600,1204800,,,
69926,34206992600000,D,4,0,,40060,,,,,,,
69927,34206992700000,D,6,0,,47774,,,,,,,
69928,34206992800000,A,4,0,TSLA,45900,,B,100,2499100,,,
69929,34206992900000,D,3,0,,41803,,,,,,,
69930,34206993000000,D,4,0,,45060,,,,,,,
69931,34206993100000,E,8,0,,19320,,,100,,11087,,
69932,34206993200000,A,6,0,SPY,49462,,B,200,4997600,,,
69933,34206993300000,D,1,0,,28801,,,,,,,
69934,34206993400000,D,6,0,,46846,,,,,,,
69935,34206993500000,A,4,0,TSLA,45908,,B,100,2498300,,,
69936,34206993600000,D,4,0,,44740,,,,,,,
69937,34206993700000,D,6,0,,48646,,,,,,,
69938,34206993800000,D,8,0,,21048,,,,,,,
69939,34206993900000,D,3,0,,42955,,,,,,,
69940,34206994000000,A,8,0,F,23744,,S,400,120700,,,
69941,34206994100000,F,6,0,SPY,49470,,B,1500,4995600,,,NSDQ
69942,34206994200000,D,6,0,,40814,,,,,,,
69943,34206994300000,D,1,0,,30537,,,,,,,
69944,34206994400000,C,8,0,,23704,,,100,119400,11088,Y,
69945,34206994500000,A,2,0,MSFT,32026,,B,500,3801200,,,
69946,34206994600000,A,6,0,SPY,49478,,S,400,4998300,,,
69947,34206994700000,D,8,0,,20664,,,,,,,
69948,34206994800000,X,6,0,,47950,,,5,,,,
69949,34206994900000,A,6,0,SPY,49486,,B,100,4997000,,,
69950,34206995000000,A,1,0,AAPL,32169,,S,100,1504400,,,
69951,34206995100000,A,4,0,TSLA,45916,,S,100,2500500,,,
69952,34206995200000,A,2,0,MSFT,32034,,B,100,3800100,,,
69953,34206995300000,A,8,0,F,23752,,B,100,119700,,,
69954,34206995400000,A,8,0,F,23760,,S,100,120200,,,
69955,34206995500000,D,8,0,,22784,,,,,,,
69956,34206995600000,E,4,0,,40596,,,200,,11089,,
69957,34206995700000,D,4,0,,41252,,,,,,,
69958,34206995800000,D,6,0,,47062,,,,,,,
69959,34206995900000,X,4,0,,43852,,,61,,,,
69960,34206996000000,A,6,0,SPY,49494,,B,100,4997600,,,
69961,34206996100000,D,6,0,,44582,,,,,,,
69962,34206996200000,D,6,0,,40622,,,,,,,
69963,34206996300000,A,1,0,AAPL,32177,,S,100,1504400,,,
69964,34206996400000,A,5,0,AMZN,24749,,B,100,1748300,,,
69965,34206996500000,A,1,0,AAPL,32185,,S,100,1505500,,,
69966,34206996600000,A,4,0,TSLA,45924,,B,1800,2498900,,,
69967,34206996700000,A,6,0,SPY,49502,,S,100,4998200,,,
69968,34206996800000,D,4,0,,42148,,,,,,,
69969,34206996900000,A,2,0,MSFT,32042,,B,100,3801600,,,
69970,34206997000000,X,3,0,,41283,,,83,,,,
69971,34206997100000,A,1,0,AAPL,32193,,S,100,1504500,,,
69972,34206997200000,D,4,0,,45780,,,,,,,
69973,34206997300000,A,6,0,SPY,49510,,B,1800,4997700,,,
69974,34206997400000,A,4,0,TSLA,45932,,S,81,2501200,,,
69975,34206997500000,F,2,0,MSFT,32050,,B,100,3802400,,,NSDQ
69976,34206997600000,E,2,0,,30202,,,100,,11090,,
69977,34206997700000,A,1,0,AAPL,32201,,S,100,1504400,,,
69978,34206997800000,A,6,0,SPY,49518,,B,200,4997200,,,
69979,34206997900000,A,3,0,NVDA,42987,,S,100,1204800,,,
69980,34206998000000,E,6,0,,49430,,,100,,11091,,
69981,34206998100000,D,1,0,,26641,,,,,,,
69982,34206998200000,A,8,0,F,23768,,B,100,117700,,,
69983,34206998300000,E,4,0,,40596,,,65,,11092,,
69984,34206998400000,X,8,0,,21648,,,53,,,,
69985,34206998500000,A,3,0,NVDA,42995,,B,100,1204500,,,
69986,34206998600000,A,4,0,TSLA,45940,,B,100,2499500,,,
69987,34206998700000,A,2,0,MSFT,32058,,S,300,3802800,,,
69988,34206998800000,D,1,0,,31025,,,,,,,
69989,34206998900000,A,6,0,SPY,49526,,B,100,4996600,,,
69990,34206999000000,A,4,0,TSLA,45948,,S,600,2499700,,,
69991,34206999100000,E,4,0,,43876,,,400,,11093,,
69992,34206999200000,D,4,0,,45004,,,,,,,
69993,34206999300000,D,6,0,,48950,,,,,,,
69994,34206999400000,D,6,0,,48214,,,,,,,
69995,34206999500000,D,3,0,,42107,,,,,,,
69996,34206999600000,A,5,0,AMZN,24757,,B,100,1748500,,,
69997,34206999700000,D,6,0,,46702,,,,,,,
69998,34206999800000,A,5,0,AMZN,24765,,B,200,1748300,,,
69999,34206999900000,A,6,0,SPY,49534,,B,400,4997900,,,
70000,34207000000000,A,6,0,SPY,49542,,S,100,4998300,,,
70001,34207000100000,E,3,0,,42179,,,100,,11094,,
70002,34207000200000,D,3,0,,41283,,,,,,,
70003,34207000300000,A,1,0,AAPL,32209,,B,500,1503200,,,
70004,34207000400000,D,1,0,,28577,,,,,,,
70005,34207000500000,D,3,0,,40547,,,,,,,
70006,34207000600000,D,1,0,,30753,,,,,,,
70007,34207000700000,D,1,0,,28433,,,,,,,
70008,34207000800000,A,3,0,NVDA,43003,,S,100,1205200,,,
70009,34207000900000,A,3,0,NVDA,43011,,S,100,1206600,,,
70010,34207001000000,D,7,0,,23103,,,,,,,
70011,34207001100000,D,2,0,,30042,,,,,,,
70012,34207001200000,A,2,0,MSFT,32066,,B,100,3802400,,,
70013,34207001300000,D,3,0,,42923,,,,,,,
70014,34207001400000,A,3,0,NVDA,43019,,B,400,1202800,,,
70015,34207001500000,D,3,0,,41739,,,,,,,
70016,34207001600000,A,1,0,AAPL,32217,,B,100,1504200,,,
70017,34207001700000,D,5,0,,20501,,,,,,,
70018,34207001800000,D,8,0,,20176,,,,,,,
70019,34207001900000,E,3,0,,42723,,,100,,11095,,
70020,34207002000000,A,7,0,GME,23191,,S,500,258800,,,
70021,34207002100000,A,6,0,SPY,49550,,B,100,4998000,,,
70022,34207002200000,A,4,0,TSLA,45956,,S,100,2499800,,,
70023,34207002300000,X,5,0,,23733,,,62,,,,
70024,34207002400000,E,8,0,,23728,,,76,,11096,,
70025,34207002500000,U,7,0,,21279,23199,,400,260500,,,
70026,34207002600000,D,3,0,,42707,,,,,,,
70027,34207002700000,A,1,0,AAPL,32225,,S,100,1506800,,,
70028,34207002800000,D,1,0,,31753,,,,,,,
70029,34207002900000,D,1,0,,31729,,,,,,,
70030,34207003000000,D,3,0,,41723,,,,,,,
70031,34207003100000,A,8,0,F,23776,,S,100,122300,,,
70032,34207003200000,A,1,0,AAPL,32233,,B,300,1502800,,,
70033,34207003300000,A,6,0,SPY,49558,,S,200,4998500,,,
70034,34207003400000,X,5,0,,24421,,,222,,,,
70035,34207003500000,A,4,0,TSLA,45964,,B,100,2498300,,,
70036,34207003600000,A,3,0,NVDA,43027,,S,1800,1204800,,,
70037,34207003700000,A,3,0,NVDA,43035,,S,100,1206300,,,
70038,34207003800000,D,4,0,,42316,,,,,,,
70039,34207003900000,A,1,0,AAPL,32241,,B,100,1504100,,,
70040,34207004000000,D,4,0,,42732,,,,,,,
70041,34207004100000,A,1,0,AAPL,32249,,B,100,1504100,,,
70042,34207004200000,A,7,0,GME,23207,,B,500,257100,,,
70043,34207004300000,A,3,0,NVDA,43043,,S,100,1204800,,,
70044,34207004400000,E,6,0,,49502,,,100,,11097,,
70045,34207004500000,A,3,0,NVDA,43051,,S,100,1204800,,,
70046,34207004600000,D,3,0,,39075,,,,,,,
70047,34207004700000,E,3,0,,42827,,,100,,11098,,
70048,34207004800000,A,3,0,NVDA,43059,,S,400,1204800,,,
70049,34207004900000,U,1,0,,30905,32257,,100,1504400,,,
70050,34207005000000,E,2,0,,31850,,,300,,11099,,
70051,34207005100000,C,6,0,,49414,,,600,4997900,11100,Y,
70052,34207005200000,D,6,0,,47214,,,,,,,
70053,34207005300000,C,3,0,,42771,,,100,1204400,11101,Y,
70054,34207005400000,D,1,0,,26097,,,,,,,
70055,34207005500000,E,1,0,,29617,,,100,,11102,,
70056,34207005600000,A,4,0,TSLA,45972,,B,200,2499600,,,
70057,34207005700000,A,8,0,F,23784,,B,100,119300,,,
70058,34207005800000,A,8,0,F,23792,,S,1400,119900,,,
70059,34207005900000,D,6,0,,48406,,,,,,,
70060,34207006000000,U,4,0,,45940,45980,,300,2499600,,,
70061,34207006100000,A,7,0,GME,23215,,S,100,259900,,,
70062,34207006200000,A,1,0,AAPL,32265,,B,400,1503200,,,
70063,34207006300000,D,5,0,,21909,,,,,,,
70064,34207006400000,A,7,0,GME,23223,,S,1900,260600,,,
70065,34207006500000,D,1,0,,28209,,,,,,,
70066,34207006600000,A,7,0,GME,23231,,B,100,258300,,,
70067,34207006700000,D,8,0,,23496,,,,,,,
70068,34207006800000,A,3,0,NVDA,43067,,S,100,1206100,,,
70069,34207006900000,D,3,0,,42291,,,,,,,
70070,34207007000000,D,1,0,,31937,,,,,,,
70071,34207007100000,F,8,0,F,23800,,S,100,120100,,,IEXG
70072,34207007200000,D,5,0,,24501,,,,,,,
70073,34207007300000,A,4,0,TSLA,45988,,B,100,2499300,,,
70074,34207007400000,E,7,0,,20863,,,53,,11103,,
70075,34207007500000,E,1,0,,28513,,,900,,11104,,
70076,34207007600000,D,3,0,,41315,,,,,,,
70077,34207007700000,F,5,0,AMZN,24773,,B,200,1747700,,,ARCA
70078,34207007800000,F,3,0,NVDA,43075,,B,100,1204200,,,BATS
70079,34207007900000,A,6,0,SPY,49566,,B,500,4996900,,,
70080,34207008000000,E,8,0,,19320,,,300,,11105,,
70081,34207008100000,A,3,0,NVDA,43083,,S,16,1206100,,,
70082,34207008200000,A,1,0,AAPL,32273,,S,500,1504400,,,
70083,34207008300000,D,3,0,,42627,,,,,,,
70084,34207008400000,A,3,0,NVDA,43091,,B,100,1202700,,,
70085,34207008500000,A,6,0,SPY,49574,,B,100,4998000,,,
70086,34207008600000,D,4,0,,44876,,,,,,,
70087,34207008700000,A,3,0,NVDA,43099,,B,100,1204600,,,
70088,34207008800000,E,5,0,,24637,,,100,,11106,,
70089,34207008900000,D,2,0,,30634,,,,,,,
70090,34207009000000,A,7,0,GME,23239,,S,400,258700,,,
70091,34207009100000,A,4,0,TSLA,45996,,S,100,2501800,,,
70092,34207009200000,D,4,0,,45084,,,,,,,
70093,34207009300000,E,3,0,,42771,,,200,,11107,,
70094,34207009400000,A,4,0,TSLA,46004,,B,500,2499600,,,
70095,34207009500000,U,8,0,,23720,23808,,100,118500,,,
70096,34207009600000,D,6,0,,49302,,,,,,,
70097,34207009700000,D,7,0,,23199,,,,,,,
70098,34207009800000,A,5,0,AMZN,24781,,B,100,1748500,,,
70099,34207009900000,D,1,0,,32121,,,,,,,
70100,34207010000000,A,2,0,MSFT,32074,,S,100,3802600,,,
70101,34207010100000,A,5,0,AMZN,24789,,B,500,1748500,,,
70102,34207010200000,A,1,0,AAPL,32281,,B,91,1502600,,,
70103,34207010300000,A,1,0,AAPL,32289,,S,100,1504500,,,
70104,34207010400000,A,1,0,AAPL,32297,,B,200,1503400,,,
70105,34207010500000,E,5,0,,23621,,,300,,11108,,
70106,34207010600000,D,5,0,,24477,,,,,,,
70107,34207010700000,D,4,0,,45148,,,,,,,
70108,34207010800000,D,8,0,,23560,,,,,,,
70109,34207010900000,A,5,0,AMZN,24797,,S,100,1749200,,,
70110,34207011000000,D,1,0,,31457,,,,,,,
70111,34207011100000,A,6,0,SPY,49582,,S,500,5000100,,,
70112,34207011200000,A,3,0,NVDA,43107,,B,100,1203600,,,
70113,34207011300000,A,6,0,SPY,49590,,S,500,5000000,,,
70114,34207011400000,A,8,0,F,23816,,S,26,120200,,,
70115,34207011500000,D,8,0,,23696,,,,,,,
70116,34207011600000,D,3,0,,43083,,,,,,,
70117,34207011700000,A,5,0,AMZN,24805,,S,100,1748800,,,
70118,34207011800000,A,8,0,F,23824,,S,100,122300,,,
70119,34207011900000,D,5,0,,21253,,,,,,,
70120,34207012000000,A,1,0,AAPL,32305,,S,100,1504400,,,
70121,34207012100000,A,2,0,MSFT,32082,,B,100,3802400,,,
70122,34207012200000,U,5,0,,22157,24813,,300,1749400,,,
70123,34207012300000,A,5,0,AMZN,24821,,S,100,1748800,,,
70124,34207012400000,A,8,0,F,23832,,B,100,119400,,,
70125,34207012500000,A,6,0,SPY,49598,,S,700,4998300,,,
70126,34207012600000,D,8,0,,20496,,,,,,,
70127,34207012700000,A,3,0,NVDA,43115,,S,100,1205600,,,
70128,34207012800000,A,4,0,TSLA,46012,,B,1800,2499700,,,
70129,34207012900000,D,4,0,,44836,,,,,,,
70130,34207013000000,A,3,0,NVDA,43123,,B,34,1204400,,,
70131,34207013100000,E,1,0,,32257,,,100,,11109,,
70132,34207013200000,E,1,0,,32305,,,100,,11110,,
70133,34207013300000,D,5,0,,24605,,,,,,,
70134,34207013400000,E,2,0,,32066,,,100,,11111,,
70135,34207013500000,A,5,0,AMZN,24829,,B,100,1748500,,,
70136,34207013600000,E,6,0,,49390,,,100,,11112,,
70137,34207013700000,A,1,0,AAPL,32313,,B,90,1504200,,,
70138,34207013800000,F,6,0,SPY,49606,,B,100,4997300,,,NSDQ
70139,34207013900000,F,8,0,F,23840,,S,300,119900,,,NSDQ
70140,34207014000000,D,5,0,,23597,,,,,,,
70141,34207014100000,A,1,0,AAPL,32321,,B,300,1502700,,,
70142,34207014200000,D,6,0,,48598,,,,,,,
70143,34207014300000,D,5,0,,21957,,,,,,,
70144,34207014400000,A,3,0,NVDA,43131,,S,100,1206200,,,
70145,34207014500000,D,5,0,,18621,,,,,,,
70146,34207014600000,E,8,0,,22768,,,300,,11113,,
70147,34207014700000,D,4,0,,41988,,,,,,,
70148,34207014800000,D,2,0,,30538,,,,,,,
70149,34207014900000,A,1,0,AAPL,32329,,S,100,1504500,,,
70150,34207015000000,D,6,0,,46278,,,,,,,
70151,34207015100000,D,3,0,,42131,,,,,,,
70152,34207015200000,A,2,0,MSFT,32090,,S,100,3803900,,,
70153,34207015300000,A,5,0,AMZN,24837,,S,200,1748800,,,
70154,34207015400000,U,2,0,,30666,32098,,59,3802600,,,
70155,34207015500000,X,1,0,,31001,,,41,,,,
70156,34207015600000,D,8,0,,23152,,,,,,,
70157,34207015700000,A,2,0,MSFT,32106,,S,500,3802900,,,
70158,34207015800000,D,5,0,,24565,,,,,,,
70159,34207015900000,D,6,0,,40702,,,,,,,
70160,34207016000000,A,3,0,NVDA,43139,,S,100,1206600,,,
70161,34207016100000,A,6,0,SPY,49614,,B,100,4997900,,,
70162,34207016200000,E,3,0,,43099,,,100,,11114,,
70163,34207016300000,F,8,0,F,23848,,B,100,119600,,,IEXG
70164,34207016400000,C,4,0,,46012,,,100,2499400,11115,Y,
70165,34207016500000,X,3,0,,42355,,,9,,,,
70166,34207016600000,D,3,0,,42579,,,,,,,
70167,34207016700000,D,1,0,,31081,,,,,,,
70168,34207016800000,A,5,0,AMZN,24845,,S,200,1748800,,,
70169,34207016900000,A,5,0,AMZN,24853,,S,100,1749700,,,
70170,34207017000000,A,1,0,AAPL,32337,,B,100,1504200,,,
70171,34207017100000,D,6,0,,46574,,,,,,,
70172,34207017200000,A,4,0,TSLA,46020,,B,25,2498600,,,
70173,34207017300000,E,7,0,,23239,,,300,,11116,,
70174,34207017400000,U,5,0,,21413,24861,,100,1748800,,,
70175,34207017500000,U,6,0,,48734,49622,,100,4997800,,,
70176,34207017600000,D,2,0,,29666,,,,,,,
70177,34207017700000,A,1,0,AAPL,32345,,S,100,1504400,,,
70178,34207017800000,A,6,0,SPY,49630,,B,300,4996500,,,
70179,34207017900000,E,1,0,,28513,,,500,,11117,,
70180,34207018000000,D,6,0,,49558,,,,,,,
70181,34207018100000,A,4,0,TSLA,46028,,S,100,2500400,,,
70182,34207018200000,A,3,0,NVDA,43147,,S,100,1204800,,,
70183,34207018300000,D,2,0,,31714,,,,,,,
70184,34207018400000,D,8,0,,22600,,,,,,,
70185,34207018500000,D,4,0,,45204,,,,,,,
70186,34207018600000,D,5,0,,19053,,,,,,,
70187,34207018700000,D,8,0,,22832,,,,,,,
70188,34207018800000,A,3,0,NVDA,43155,,S,500,1205900,,,
70189,34207018900000,U,1,0,,30873,32353,,700,1502500,,,
70190,34207019000000,E,1,0,,31113,,,100,,11118,,
70191,34207019100000,D,3,0,,43011,,,,,,,
70192,34207019200000,A,6,0,SPY,49638,,S,100,4998200,,,
70193,34207019300000,D,3,0,,42675,,,,,,,
70194,34207019400000,D,3,0,,42939,,,,,,,
70195,34207019500000,D,5,0,,17005,,,,,,,
70196,34207019600000,X,2,0,,29266,,,97,,,,
70197,34207019700000,A,3,0,NVDA,43163,,S,100,1206000,,,
70198,34207019800000,D,5,0,,23885,,,,,,,
70199,34207019900000,A,3,0,NVDA,43171,,S,400,1204800,,,
70200,34207020000000,A,2,0,MSFT,32114,,B,100,3801300,,,
70201,34207020100000,D,8,0,,23808,,,,,,,
70202,34207020200000,A,4,0,TSLA,46036,,S,500,2500200,,,
70203,34207020300000,D,6,0,,46406,,,,,,,
70204,34207020400000,X,6,0,,49182,,,578,,,,
70205,34207020500000,U,3,0,,39795,43179,,300,1204000,,,
70206,34207020600000,D,3,0,,42355,,,,,,,
70207,34207020700000,D,6,0,,47438,,,,,,,
70208,34207020800000,A,7,0,GME,23247,,S,100,258500,,,
70209,34207020900000,E,4,0,,45188,,,40,,11119,,
70210,34207021000000,D,3,0,,40467,,,,,,,
70211,34207021100000,A,1,0,AAPL,32361,,S,1400,1504400,,,
70212,34207021200000,D,7,0,,21943,,,,,,,
70213,34207021300000,U,1,0,,31633,32369,,500,1504400,,,
70214,34207021400000,D,3,0,,41955,,,,,,,
70215,34207021500000,D,1,0,,25913,,,,,,,
70216,34207021600000,A,3,0,NVDA,43187,,B,200,1204600,,,
70217,34207021700000,A,6,0,SPY,49646,,S,100,4998700,,,
70218,34207021800000,A,5,0,AMZN,24869,,B,300,1747500,,,
70219,34207021900000,A,8,0,F,23856,,S,400,119900,,,
70220,34207022000000,A,3,0,NVDA,43195,,S,1900,1205000,,,
70221,34207022100000,D,5,0,,23781,,,,,,,
70222,34207022200000,E,1,0,,32025,,,100,,11120,,
70223,34207022300000,D,2,0,,31946,,,,,,,
70224,34207022400000,D,3,0,,42763,,,,,,,
70225,34207022500000,D,2,0,,31874,,,,,,,
70226,34207022600000,F,6,0,SPY,49654,,B,100,4998000,,,BATS
70227,34207022700000,X,4,0,,45028,,,96,,,,
70228,34207022800000,C,1,0,,29681,,,100,1504100,11121,Y,
70229,34207022900000,E,6,0,,49574,,,100,,11122,,
70230,34207023000000,D,3,0,,42275,,,,,,,
70231,34207023100000,A,3,0,NVDA,43203,,B,1200,1204600,,,
70232,34207023200000,E,5,0,,24837,,,200,,11123,,
70233,34207023300000,A,5,0,AMZN,24877,,B,100,1747800,,,
70234,34207023400000,A,3,0,NVDA,43211,,S,300,1204800,,,
70235,34207023500000,D,5,0,,19093,,,,,,,
70236,34207023600000,E,1,0,,30545,,,100,,11124,,
70237,34207023700000,A,5,0,AMZN,24885,,S,1000,1749200,,,
70238,34207023800000,D,4,0,,44308,,,,,,,
70239,34207023900000,X,5,0,,18901,,,67,,,,
70240,34207024000000,A,1,0,AAPL,32377,,S,100,1504800,,,
70241,34207024100000,D,6,0,,48438,,,,,,,
70242,34207024200000,D,6,0,,45398,,,,,,,
70243,34207024300000,A,1,0,AAPL,32385,,B,100,1503700,,,
70244,34207024400000,D,7,0,,23007,,,,,,,
70245,34207024500000,A,6,0,SPY,49662,,B,100,4997700,,,
70246,34207024600000,D,1,0,,26945,,,,,,,
70247,34207024700000,A,1,0,AAPL,32393,,B,100,1504200,,,
70248,34207024800000,A,8,0,F,23864,,B,1600,119700,,,
70249,34207024900000,E,6,0,,49294,,,200,,11125,,
70250,34207025000000,A,3,0,NVDA,43219,,B,400,1203100,,,
70251,34207025100000,A,2,0,MSFT,32122,,S,100,3802600,,,
70252,34207025200000,F,8,0,F,23872,,B,1100,118700,,,NSDQ
70253,34207025300000,D,8,0,,23872,,,,,,,
70254,34207025400000,A,5,0,AMZN,24893,,S,100,1749000,,,
70255,34207025500000,A,1,0,AAPL,32401,,S,7,1504400,,,
70256,34207025600000,D,5,0,,19429,,,,,,,
70257,34207025700000,A,5,0,AMZN,24901,,S,200,1750000,,,
70258,34207025800000,A,6,0,SPY,49670,,B,100,4997700,,,
70259,34207025900000,D,8,0,,23840,,,,,,,
70260,34207026000000,D,3,0,,43131,,,,,,,
70261,34207026100000,C,6,0,,47982,,,100,4998500,11126,Y,
70262,34207026200000,C,3,0,,43187,,,200,1204300,11127,Y,
70263,34207026300000,D,5,0,,23549,,,,,,,
70264,34207026400000,D,6,0,,46094,,,,,,,
70265,34207026500000,D,8,0,,16176,,,,,,,
70266,34207026600000,A,1,0,AAPL,32409,,B,100,1504100,,,
70267,34207026700000,C,4,0,,46012,,,1400,2499500,11128,N,
70268,34207026800000,U,1,0,,32337,32417,,100,1504200,,,
